_id,Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
6967,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Hip Fracture,3.0,108.0,2.2,As Expected,32.61909,-117.024
6968,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Acute Stroke Subarachnoid,4.0,13.0,24.6,As Expected,32.61909,-117.024
6969,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Pneumonia,4.0,306.0,1.2,Better,32.61909,-117.024
6970,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Pancreatic Resection,1.0,5.0,4.2,As Expected,32.61909,-117.024
6971,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,PCI,14.0,305.0,4.4,As Expected,32.61909,-117.024
6972,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Heart Failure,15.0,813.0,1.9,As Expected,32.61909,-117.024
6973,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,GI Hemorrhage,11.0,312.0,3.0,As Expected,32.61909,-117.024
6974,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Carotid Endarterectomy,0.0,16.0,0.0,As Expected,32.61909,-117.024
6975,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Acute Stroke Ischemic,16.0,281.0,5.0,As Expected,32.61909,-117.024
6976,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Acute Stroke Hemorrhagic,16.0,73.0,20.5,As Expected,32.61909,-117.024
6977,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Acute Stroke,36.0,367.0,9.0,As Expected,32.61909,-117.024
6978,2018,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,AMI,14.0,233.0,6.0,As Expected,32.61909,-117.024
6979,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,32.99563,-117.057
6980,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Hip Fracture,1.0,102.0,1.1,As Expected,32.99563,-117.057
6981,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Pneumonia,4.0,164.0,1.8,As Expected,32.99563,-117.057
6982,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Pancreatic Resection,,,,,32.99563,-117.057
6983,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,PCI,,,,,32.99563,-117.057
6984,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Heart Failure,8.0,208.0,2.1,As Expected,32.99563,-117.057
6985,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,GI Hemorrhage,8.0,125.0,4.2,As Expected,32.99563,-117.057
6986,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Carotid Endarterectomy,,,,,32.99563,-117.057
6987,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Acute Stroke Ischemic,6.0,92.0,5.9,As Expected,32.99563,-117.057
6988,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Acute Stroke Hemorrhagic,4.0,7.0,24.7,As Expected,32.99563,-117.057
6989,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Acute Stroke,10.0,99.0,10.7,As Expected,32.99563,-117.057
6990,2018,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,AMI,5.0,23.0,6.8,As Expected,32.99563,-117.057
6991,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Hip Fracture,0.0,93.0,0.0,As Expected,32.89654,-117.241
6992,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Pneumonia,1.0,159.0,0.4,Better,32.89654,-117.241
6993,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Pancreatic Resection,0.0,13.0,0.0,As Expected,32.89654,-117.241
6994,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,PCI,,,,,32.89654,-117.241
6995,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Heart Failure,2.0,99.0,1.0,As Expected,32.89654,-117.241
6996,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,GI Hemorrhage,3.0,147.0,1.9,As Expected,32.89654,-117.241
6997,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Carotid Endarterectomy,0.0,20.0,0.0,As Expected,32.89654,-117.241
6998,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Acute Stroke Subarachnoid,,,,,32.89654,-117.241
6999,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Acute Stroke Ischemic,2.0,55.0,3.8,As Expected,32.89654,-117.241
7000,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Acute Stroke Hemorrhagic,1.0,16.0,10.2,As Expected,32.89654,-117.241
7001,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Acute Stroke,3.0,71.0,5.8,As Expected,32.89654,-117.241
7002,2018,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,AMI,0.0,5.0,0.0,As Expected,32.89654,-117.241
7003,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,Hip Fracture,3.0,208.0,0.8,As Expected,33.0363,-117.284
7004,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,Acute Stroke Subarachnoid,0.0,9.0,0.0,As Expected,33.0363,-117.284
7005,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,Pneumonia,3.0,266.0,0.7,Better,33.0363,-117.284
7006,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,Pancreatic Resection,,,,,33.0363,-117.284
7007,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,PCI,6.0,225.0,3.9,As Expected,33.0363,-117.284
7008,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,Heart Failure,8.0,437.0,1.0,Better,33.0363,-117.284
7009,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,GI Hemorrhage,3.0,296.0,1.1,As Expected,33.0363,-117.284
7010,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,Carotid Endarterectomy,0.0,20.0,0.0,As Expected,33.0363,-117.284
7011,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,Acute Stroke Ischemic,2.0,207.0,1.1,Better,33.0363,-117.284
7012,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,Acute Stroke Hemorrhagic,5.0,44.0,10.4,Better,33.0363,-117.284
7013,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,Acute Stroke,7.0,260.0,3.0,Better,33.0363,-117.284
7014,2018,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Scripps Health,IMI,AMI,10.0,290.0,3.4,As Expected,33.0363,-117.284
7015,2018,San Diego,UC San Diego Health La Jolla – Jacobs Medical Center & Sulpizio Cardiovascular Center,106374141,University of California,CABG,Isolated CABG Operative Mor,1.0,159.0,0.71,As Expected,32.88,-117.23
11501,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,Pneumonia,1.0,63.0,2.1,As Expected,32.77664,-117.057
11502,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,PCI,4.0,119.0,2.0,As Expected,32.77664,-117.057
11503,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,Pancreatic Resection,,,,,32.77664,-117.057
11504,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,Hip Fracture,1.0,20.0,1.3,As Expected,32.77664,-117.057
11505,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,Heart Failure,3.0,165.0,2.5,As Expected,32.77664,-117.057
11506,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,GI Hemorrhage,4.0,105.0,2.8,As Expected,32.77664,-117.057
11507,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,Carotid Endarterectomy,0.0,7.0,0.0,As Expected,32.77664,-117.057
11508,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,AMI,4.0,202.0,1.3,Better,32.77664,-117.057
11509,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,Acute Stroke Subarachnoid,,,,,32.77664,-117.057
11510,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,Acute Stroke Ischemic,0.0,54.0,0.0,As Expected,32.77664,-117.057
11511,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,Acute Stroke Hemorrhagic,2.0,6.0,100.0,As Expected,32.77664,-117.057
11512,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,Acute Stroke,2.0,61.0,7.1,As Expected,32.77664,-117.057
11513,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,AAA Repair Open Unrupture,,,,,32.77664,-117.057
11514,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,IMI,AAA Repair Endo Unrupture,,,,,32.77664,-117.057
11515,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,PSI,Postoperative Sepsis,1.0,512.0,0.16,As Expected,32.77664,-117.057
11516,2019,San Diego,Alvarado Hospital Medical Center,106370652,Prime Healthcare Services,CABG,Isolated CABG Operative Mor,0.0,17.0,0.0,As Expected,32.78,-117.06
11517,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Pneumonia,1.0,32.0,5.1,As Expected,32.69427,-117.168
11518,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,PCI,,,,,32.69427,-117.168
11519,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Pancreatic Resection,,,,,32.69427,-117.168
11520,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Hip Fracture,2.0,26.0,8.7,As Expected,32.69427,-117.168
11521,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Heart Failure,2.0,42.0,8.9,As Expected,32.69427,-117.168
11522,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,GI Hemorrhage,3.0,44.0,3.0,As Expected,32.69427,-117.168
11523,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Carotid Endarterectomy,,,,,32.69427,-117.168
11524,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,AMI,0.0,7.0,0.0,As Expected,32.69427,-117.168
11525,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Acute Stroke Subarachnoid,,,,,32.69427,-117.168
11526,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Acute Stroke Ischemic,1.0,19.0,4.9,As Expected,32.69427,-117.168
11527,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Acute Stroke Hemorrhagic,,,,,32.69427,-117.168
11528,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Acute Stroke,1.0,20.0,7.8,As Expected,32.69427,-117.168
11529,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,AAA Repair Open Unrupture,,,,,32.69427,-117.168
11530,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,AAA Repair Endo Unrupture,,,,,32.69427,-117.168
11531,2019,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,PSI,Postoperative Sepsis,0.0,762.0,0.0,As Expected,32.69427,-117.168
11532,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Pneumonia,8.0,418.0,2.1,As Expected,32.80016,-117.155
11533,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,PCI,15.0,346.0,5.5,As Expected,32.80016,-117.155
11534,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Pancreatic Resection,0.0,20.0,0.0,As Expected,32.80016,-117.155
11535,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Hip Fracture,7.0,311.0,1.8,As Expected,32.80016,-117.155
11536,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Heart Failure,21.0,896.0,3.0,As Expected,32.80016,-117.155
11537,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,GI Hemorrhage,12.0,460.0,2.6,As Expected,32.80016,-117.155
11538,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Carotid Endarterectomy,0.0,24.0,0.0,As Expected,32.80016,-117.155
11539,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,AMI,24.0,356.0,7.9,As Expected,32.80016,-117.155
11540,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Acute Stroke Subarachnoid,3.0,19.0,19.3,As Expected,32.80016,-117.155
11541,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Acute Stroke Ischemic,25.0,413.0,6.9,As Expected,32.80016,-117.155
11542,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Acute Stroke Hemorrhagic,15.0,78.0,19.9,As Expected,32.80016,-117.155
11543,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Acute Stroke,43.0,510.0,10.3,As Expected,32.80016,-117.155
11544,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,AAA Repair Open Unrupture,,,,,32.80016,-117.155
11545,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,AAA Repair Endo Unrupture,0.0,25.0,0.0,As Expected,32.80016,-117.155
11546,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,PSI,Postoperative Sepsis,15.0,3409.0,0.34,As Expected,32.80016,-117.155
11547,2019,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,CABG,Isolated CABG Operative Mor,1.0,83.0,1.416458,As Expected,32.8,-117.16
11548,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Pneumonia,17.0,506.0,4.2,As Expected,32.77963,-117.009
11549,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,PCI,19.0,459.0,3.7,As Expected,32.77963,-117.009
11550,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Pancreatic Resection,1.0,9.0,5.2,As Expected,32.77963,-117.009
11551,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Hip Fracture,2.0,191.0,1.1,As Expected,32.77963,-117.009
11552,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Heart Failure,21.0,1123.0,2.7,As Expected,32.77963,-117.009
11553,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,GI Hemorrhage,14.0,449.0,2.5,As Expected,32.77963,-117.009
11554,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Carotid Endarterectomy,0.0,45.0,0.0,As Expected,32.77963,-117.009
11555,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,AMI,34.0,363.0,8.9,Worse,32.77963,-117.009
11556,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Acute Stroke Subarachnoid,13.0,49.0,28.6,As Expected,32.77963,-117.009
11557,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Acute Stroke Ischemic,41.0,568.0,6.6,Worse,32.77963,-117.009
11558,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Acute Stroke Hemorrhagic,34.0,117.0,23.4,As Expected,32.77963,-117.009
11559,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Acute Stroke,88.0,734.0,11.0,Worse,32.77963,-117.009
11560,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,AAA Repair Open Unrupture,,,,,32.77963,-117.009
11561,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,AAA Repair Endo Unrupture,0.0,15.0,0.0,As Expected,32.77963,-117.009
11562,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,PSI,Postoperative Sepsis,6.0,1692.0,0.48,As Expected,32.77963,-117.009
11563,2019,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,CABG,Isolated CABG Operative Mor,6.0,76.0,6.330886,Worse,32.78,-117.01
11564,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Pneumonia,8.0,227.0,3.0,As Expected,32.79287,-117.094
11565,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,PCI,,,,,32.79287,-117.094
11566,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,0.0,22.0,0.0,As Expected,32.79287,-117.094
11567,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Hip Fracture,9.0,462.0,2.3,As Expected,32.79287,-117.094
11568,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Heart Failure,36.0,1024.0,3.8,As Expected,32.79287,-117.094
11569,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,11.0,355.0,3.2,As Expected,32.79287,-117.094
11570,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0.0,30.0,0.0,As Expected,32.79287,-117.094
11571,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,AMI,12.0,142.0,4.8,As Expected,32.79287,-117.094
11572,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,5.0,22.0,35.3,As Expected,32.79287,-117.094
11573,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,23.0,340.0,5.6,As Expected,32.79287,-117.094
11574,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,12.0,126.0,14.0,As Expected,32.79287,-117.094
11575,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Acute Stroke,40.0,488.0,8.6,As Expected,32.79287,-117.094
11576,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,AAA Repair Open Unrupture,0.0,4.0,0.0,As Expected,32.79287,-117.094
11577,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,AAA Repair Endo Unrupture,0.0,36.0,0.0,As Expected,32.79287,-117.094
11578,2019,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,PSI,Postoperative Sepsis,23.0,2502.0,0.67,As Expected,32.79287,-117.094
11579,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Pneumonia,7.0,533.0,1.2,Better,32.75128,-117.16
11580,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,PCI,9.0,293.0,4.1,As Expected,32.75128,-117.16
11581,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Pancreatic Resection,0.0,5.0,0.0,As Expected,32.75128,-117.16
11582,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Hip Fracture,6.0,300.0,2.1,As Expected,32.75128,-117.16
11583,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Heart Failure,23.0,1227.0,1.9,As Expected,32.75128,-117.16
11584,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,GI Hemorrhage,16.0,574.0,3.2,As Expected,32.75128,-117.16
11585,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Carotid Endarterectomy,1.0,30.0,1.4,As Expected,32.75128,-117.16
11586,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,AMI,24.0,479.0,5.9,As Expected,32.75128,-117.16
11587,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Acute Stroke Subarachnoid,9.0,19.0,30.3,As Expected,32.75128,-117.16
11588,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Acute Stroke Ischemic,22.0,474.0,5.7,As Expected,32.75128,-117.16
11589,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Acute Stroke Hemorrhagic,29.0,134.0,19.5,As Expected,32.75128,-117.16
11590,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Acute Stroke,60.0,627.0,9.4,As Expected,32.75128,-117.16
11591,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,AAA Repair Open Unrupture,,,,,32.75128,-117.16
11592,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,AAA Repair Endo Unrupture,0.0,14.0,0.0,As Expected,32.75128,-117.16
11593,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,PSI,Postoperative Sepsis,13.0,3077.0,0.65,As Expected,32.75128,-117.16
11594,2019,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,CABG,Isolated CABG Operative Mor,2.0,85.0,3.375196,As Expected,32.75,-117.16
11595,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Pneumonia,8.0,439.0,2.0,As Expected,33.12586,-117.076
11596,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,PCI,20.0,371.0,5.3,As Expected,33.12586,-117.076
11597,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Pancreatic Resection,0.0,3.0,0.0,As Expected,33.12586,-117.076
11598,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Hip Fracture,6.0,275.0,1.7,As Expected,33.12586,-117.076
11599,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Heart Failure,23.0,803.0,2.5,As Expected,33.12586,-117.076
11600,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,GI Hemorrhage,11.0,433.0,2.9,As Expected,33.12586,-117.076
11601,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Carotid Endarterectomy,0.0,57.0,0.0,As Expected,33.12586,-117.076
11602,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,AMI,28.0,480.0,7.1,As Expected,33.12586,-117.076
11603,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Acute Stroke Subarachnoid,7.0,21.0,26.0,As Expected,33.12586,-117.076
11604,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Acute Stroke Ischemic,43.0,484.0,5.2,As Expected,33.12586,-117.076
11605,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Acute Stroke Hemorrhagic,29.0,113.0,21.6,As Expected,33.12586,-117.076
11606,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Acute Stroke,79.0,618.0,9.4,As Expected,33.12586,-117.076
11607,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,33.12586,-117.076
11608,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,AAA Repair Endo Unrupture,0.0,21.0,0.0,As Expected,33.12586,-117.076
11609,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,PSI,Postoperative Sepsis,3.0,2305.0,0.2,As Expected,33.12586,-117.076
11610,2019,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,CABG,Isolated CABG Operative Mor,6.0,85.0,4.876596,As Expected,33.13,-117.08
11611,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Pneumonia,2.0,77.0,4.5,As Expected,32.68632,-117.083
11612,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,PCI,1.0,45.0,4.6,As Expected,32.68632,-117.083
11613,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Pancreatic Resection,,,,,32.68632,-117.083
11614,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Hip Fracture,1.0,18.0,3.6,As Expected,32.68632,-117.083
11615,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Heart Failure,4.0,275.0,2.7,As Expected,32.68632,-117.083
11616,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,GI Hemorrhage,0.0,89.0,0.0,As Expected,32.68632,-117.083
11617,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Carotid Endarterectomy,0.0,3.0,0.0,As Expected,32.68632,-117.083
11618,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,AMI,4.0,80.0,5.8,As Expected,32.68632,-117.083
11619,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Acute Stroke Subarachnoid,,,,,32.68632,-117.083
11620,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Acute Stroke Ischemic,0.0,73.0,0.0,As Expected,32.68632,-117.083
11621,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Acute Stroke Hemorrhagic,3.0,16.0,30.9,As Expected,32.68632,-117.083
11622,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Acute Stroke,4.0,90.0,8.0,As Expected,32.68632,-117.083
11623,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,AAA Repair Open Unrupture,,,,,32.68632,-117.083
11624,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,AAA Repair Endo Unrupture,,,,,32.68632,-117.083
11625,2019,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,PSI,Postoperative Sepsis,0.0,168.0,0.0,As Expected,32.68632,-117.083
11626,2019,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Pneumonia,3.0,255.0,0.8,Better,32.88506,-117.222
11627,2019,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,PCI,31.0,923.0,4.1,As Expected,32.88506,-117.222
11628,2019,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Pancreatic Resection,,,,,32.88506,-117.222
